,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME
1297448,37.87,-97.6,37.38,-97.12,195305,10,200,195305,10,200
1297248,36.98,-97.62,37.0,-97.6,195305,10,300,195305,10,300
1297449,37.0,-97.6,37.38,-97.12,195305,10,300,195305,10,300
1297450,38.35,-96.67,38.93,-96.05,195305,10,400,195305,10,400
1297451,37.33,-96.67,37.43,-96.63,195305,10,430,195305,10,430
1297452,37.9,-95.4,,,195305,10,530,195305,10,530
1297051,40.18,-95.93,40.05,-95.87,195305,10,600,195305,10,600
1297244,35.27,-93.17,35.28,-93.13,195305,10,1210,195305,10,1210
1297052,40.63,-95.87,,,195305,10,1330,195305,10,1330
1297166,37.55,-91.92,,,195305,10,1400,195305,10,1400
1297346,40.87,-93.33,40.93,-93.23,195305,10,1515,195305,10,1515
1297232,45.42,-95.75,45.67,-95.73,195305,10,1555,195305,10,1555
1297347,43.07,-93.52,43.17,-93.5,195305,10,1610,195305,10,1610
1297348,41.88,-92.45,,,195305,10,1630,195305,10,1630
1297349,43.17,-93.5,43.45,-93.38,195305,10,1630,195305,10,1630
1297233,43.75,-93.2,43.8,-93.07,195305,10,1700,195305,10,1700
1297266,43.45,-92.4,43.5,-92.38,195305,10,1730,195305,10,1730
1297234,43.5,-92.38,43.85,-92.17,195305,10,1745,195305,10,1745
1297267,42.95,-91.33,43.05,-91.28,195305,10,1800,195305,10,1800
1297235,43.85,-92.17,44.0,-92.08,195305,10,1810,195305,10,1810
1297133,44.0,-92.08,44.2,-91.85,195305,10,1820,195305,10,1820
1297440,44.83,-92.67,44.85,-92.65,195305,10,1830,195305,10,1830
1297441,44.2,-91.85,44.6,-91.37,195305,10,1830,195305,10,1830
1297442,44.85,-92.65,45.22,-92.38,195305,10,1835,195305,10,1835
1297443,44.6,-91.37,44.87,-91.07,195305,10,1855,195305,10,1855
1297444,45.22,-92.38,45.65,-92.17,195305,10,1910,195305,10,1910
1297376,44.87,-91.07,45.5,-90.42,195305,10,1920,195305,10,1920
1297377,45.65,-92.17,45.9,-92.03,195305,10,1935,195305,10,1935
1297378,45.9,-92.03,46.25,-91.75,195305,10,1955,195305,10,1955
1297276,31.53,-100.58,31.53,-100.42,195305,11,1415,195305,11,1415
1297249,34.93,-95.8,,,195305,11,1500,195305,11,1500
1297277,31.55,-97.15,31.75,-96.88,195305,11,1610,195305,11,1610
1297250,34.67,-97.15,,,195305,11,1630,195305,11,1630
1297278,31.32,-96.22,31.37,-96.07,195305,11,1830,195305,11,1830
1297430,35.08,-86.58,,,195305,14,1200,195305,14,1200
1297044,33.6,-88.62,33.68,-88.55,195305,14,1330,195305,14,1330
1297045,33.68,-88.55,33.82,-88.43,195305,14,1345,195305,14,1345
1297380,30.42,-92.23,30.57,-91.93,195305,16,330,195305,16,330
1297413,30.4,-92.23,30.42,-92.23,195305,16,330,195305,16,330
1297279,31.23,-95.57,31.25,-95.65,195305,16,1430,195305,16,1430
1297453,38.53,-96.87,,,195305,16,1530,195305,16,1530
1297414,32.43,-94.0,,,195305,16,1800,195305,16,1800
1297415,31.98,-93.0,32.1,-92.53,195305,16,1830,195305,16,1830
1297433,32.3,-92.75,32.3,-92.37,195305,16,2000,195305,16,2000
1297392,38.87,-77.85,38.87,-77.73,195305,17,1330,195305,17,1330
1297434,32.47,-91.75,32.6,-91.53,195305,17,1330,195305,17,1330
1297435,32.58,-91.53,32.75,-91.13,195305,17,1330,195305,17,1330
1297053,42.53,-101.97,42.6,-101.92,195305,17,1435,195305,17,1435
1297187,41.78,-85.77,41.85,-85.67,195305,17,1500,195305,17,1500
1297393,37.2,-80.0,,,195305,17,1630,195305,17,1630
1297436,30.75,-92.8,,,195305,18,1200,195305,18,1200
1297437,30.9,-90.8,,,195305,18,1330,195305,18,1330
1297280,31.8,-95.4,,,195305,18,1500,195305,18,1500
1297251,34.15,-97.13,,,195305,18,2030,195305,18,2030
1297223,39.75,-122.18,,,195305,19,1530,195305,19,1530
1297375,30.38,-87.25,,,195305,19,1830,195305,19,1830
1297268,42.15,-93.7,42.3,-93.3,195305,20,2100,195305,20,2100
1297354,42.3,-93.3,42.55,-93.05,195305,20,2120,195305,20,2120
1297355,42.55,-93.05,43.2,-92.4,195305,20,2145,195305,20,2145
1297356,43.2,-92.4,43.43,-92.32,195305,20,2210,195305,20,2210
1297357,41.98,-91.57,42.02,-91.38,195305,20,2210,195305,20,2210
1297358,42.02,-91.38,42.08,-91.02,195305,20,2245,195305,20,2245
1297188,42.92,-82.6,42.98,-82.42,195305,21,1521,195305,21,1521
1297056,40.65,-76.53,,,195305,23,1010,195305,23,1010
1297359,41.6,-92.1,,,195305,24,645,195305,24,645
1297398,46.98,-104.18,47.1,-104.07,195305,24,1700,195305,24,1700
1297405,38.77,-76.9,,,195305,26,1430,195305,26,1430
1297054,40.6,-99.1,,,195305,26,2330,195305,26,2330
1297454,39.58,-100.48,,,195305,27,1700,195305,27,1700
1297455,37.17,-101.3,,,195305,27,1700,195305,27,1700
1297456,39.82,-100.73,,,195305,27,1953,195305,27,1953
1297084,43.93,-104.05,44.12,-103.72,195305,28,2000,195305,28,2000
1297381,43.85,-104.32,44.38,-104.1,195305,28,2000,195305,28,2000
